Sr.,Taxpayer Name,Registration No.,Tax Paid
11435,DYNATECH (PRIVATE) LIMITED,2599701,-
11436,DYNATIS PAKISTAN (PRIVATE) LIMITED,712649,-
11437,DYNEA PAKISTAN LIMITED,700923,"64,097,056"
11438,DYNEA PAKISTAN LIMITED EMPLOYEES PROVIDENT FUND,7496970,-
11439,DYNERGIC INTERNATIONAL (PVT.) LIMITED,7394705,"11,377"
11440,DYNERGY RESOURCES (PRIVATE) LIMITED,3250126,-
11441,DYNOVATIVE TECHNOLOGIES (PVT.) LIMITED,7546808,-
11442,DYS SOLUTIONS (PVT.) LIMITED,7129968,-
11443,DYSIN AUTOMOBILES LIMITED,4173691,-
11444,DYSON RESEARCH LABORATORIES (PVT.) LIMITED,1518700,"5,074,313"
11445,DYSTAR COLOURS DISTRIBUTION GMBH,7579282,"14,999,995"
11446,DYSTAR PAKISTAN (PRIVATE) LIMITED,1202153,"17,257,547"
11447,DYSTAR PAKISTAN (PRIVATE) LIMITED EMP PRO FUND,2911440,-
11448,DYSTAR PAKISTAN EMPLOYEES GRATUITY FUND,2713114,-
11449,E & U FOODS (PRIVATE) LIMITED,8898084,-
11450,E 2 E SUPPLY CHAIN MANAGEMENT LIMITED,2662733,"7,424,190"
11451,E A MANAGEMENT (PRIVATE) LIMITED,698105,"2 45,636"
11452,E APPAREL (PRIVATE) LIMITED,3968054,-
11453,E BONE NETWORK (PRIVATE) LIMITED,3335915,"1,496,658"
11454,E CARE VISION (SMC-PRIVATE) LIMITED,3981637,"2 03,700"
11455,E CREATORZ (PRIVATE) LIMITED,4279315,"2 28,000"
11456,E M C PAKISTAN (PRIVATE)LIMITED,3080886,"9,909,238"
11457,E MUMBA (PRIVATE)LIMITED,3923508,-
11458,E OCEAN PRIVATE LIMITED,4359280,"14,472,314"
11459,E SQUARE SERVICES (PRIVATE) LIMITED,3381609,"7 52,153"
11460,E Z TRAVELS & TOURS (PRIVATE) LIMITED,4103925,"14,561"
11461,E ZEE TRAVEL (PRIVATE) LIMITED,1423012,"9,942"
11462,E. C. TECHNOLOGIES (PVT.) LIMITED,4412058,"96,768"
11463,E. F. U. GENERAL INSURANCE LIMITED,944893,"1 ,124,983,141"
11464,E. M. C. SYSTEMS (PRIVATE) LIMITED,710262,"4,837,974"
11465,E. M. DADABHOY SILK (PRIVATE) LIMITED,1020261,"2,444,093"
11466,E.C.M PAKISTAN (PRIVATE) LIMITED,688107,"1,332,775"
11467,E.E MANAGEMENT SERVICES (PRIVATE) LIMITED,8940392,-
11468,E.E SERVICES (PRIVATE) LIMITED,3070079,"24,000"
11469,E.F.A INTERNATIONAL (SMC-PRIVATE) LIMITED,3540654,-
11470,E.M.A FOOD AND SPICES (PVT.) LIMITED,7127594,-
11471,E.M.OIL MILLS & INDUSTRIES (PVT) LTD,3047228,-
11472,E.S.S (PRIVATE) LIMITED,2395870,"30,000"
11473,E2E DEVELOPMENT CENTER (PRIVATE) LIMITED,3625441,-
11474,E2E LOGISTICS (PVT.) LIMITED,4113959,"1,818,951"
11475,E3COMMERCE (PRIVATE) LIMITED,3109529,"25,270"
11476,EA CONSULTING (PRIVATE)LIMITED,3365660,"127,809,617"
11477,EA CONSULTING PRIVATE LIMITED EMPLOYEES PROVIDENT FUND,7202685,-
11478,EA PAKISTAN (PVT.) LIMITED,7337176,-
11479,EAC ENGINEERING (PRIVATE) LIMITED,683676,"3,020,040"
11480,E-ACCESS (PRIVATE) LIMITED,1183323,"8,617,789"
11481,EACCOUNTING360 (PRIVATE) LIMITED,5489462,-
11482,EACH  EDUCATION AWARENESS AND  COMMUNITY HEALTH,4313296,-
11483,EAGER INTERNATIONAL (PVT.) LIMITED,7150830,-
11484,EAGERSOFT (PRIVATE) LIMITED,3362962,-
11485,EAGLE CABLES (PRIVATE)LIMITED,3041087,"14,784,178"
11486,EAGLE COM (PRIVATE) LIMITED,1922791,-
11487,EAGLE DUTY FREE SHOP (PVT.) LIMITED,7913057,-
11488,EAGLE EDUCATIONAL & CAREER CONSULTANT (SMC-PRIVATE) LIMITED,7569472,-
11489,EAGLE ENGINEERING WORKS (PRIVATE) LIMITED,3615923,-
11490,EAGLE ENTERPRISES (PRIVATE) LIMITED,2488875,"7 38,260"
11491,EAGLE FOOD INDUSTRIES INTERNATIONAL (PRIVATE) LIMITED,2546293,-
11492,EAGLE GATE PROPERTIES (PVT.) LIMITED,7267912,-
11493,EAGLE HOLDINGS (PRIVATE) LIMITED,5277090,-
11494,EAGLE INTERNATIONAL (PRIVATE) LIMITED,7429030,"7 49,521"
11495,EAGLE MARTIME SERVICES PVT LIMITED,4414190,"20,511,127"
11496,EAGLE MINES (PRIVATE) LIMITED,7981865,-
11497,EAGLE PAINT & CHEMICALS INDUSTRIES (PRIVATE) LIMITED,3760851,"4 98,712"
11498,EAGLE PAKISTAN INVESTMENTS LIMITED,7873824,-
11499,EAGLE SECURITY GUARDS (PRIVATE) LIMITED,1019583,"5,467,021"
11500,EAGLE SHIPPING & AVIATION (PVT.) LIMITED,3115343,"50,041"
11501,EAGLE STAR SERVICES (PRIVATE) LIMITED,8985352,-
11502,EAGLE TRACKER (PVT) LTD,4240870,"66,000"
11503,EAGLES (PRIVATE) LIMITED,2661577,-
11504,EAGLES VALE BUILDERS & DEVELOPERS (PRIVATE) LIMITED,8923985,-
11505,EAGLET SERVICES INTERNATIONAL (PRIVATE) LIMITED,2567769,"1 67,350"
11506,EAL SYSTEMS PAKISTAN (PRIVATE) LIMITED,2531067,-
11507,"EAM EMERGING MARKETS SMALL CAP FUND, LP.",7905757,-
11508,EAMAS (PRIVATE) LIMITED,3995764,"186,511"
11509,EARLY BIRD EDUCATION OFFICE (PRIVATE) LIMITED,4020149,-
11510,EARLY CHILDHOOD DEVELOPMENT (PRIVATE) LIMITED,3676931,"771,360"
11511,EARLY WOOD SEEDS COMPANY (PRIVATE) LIMITED,7924521,-
11512,EARNEST EMERGING MARKETS INVESTMENT TRUST FUND,7937487,-
11513,EARNEST INSTITUTIONAL LLC,3653741,"9 90,436"
11514,EAR-TECHNIC (PRIVATE) LIMITED,4175617,-
11515,EARTH ENGINEERING ASSOCIATES (PRIVATE) LIMITED,7989413,"3,591"
11516,EARTH GARDEN (PVT.) LIMITED,5024712,-
11517,EARTH SCAPERS (PRIVATE) LIMITED,8920158,-
11518,EARTH SECURITIES (PRIVATE) LIMITED,4099208,"3 45,472"
11519,EARTH SPREADERS (PRIVATE) LIMITED,4032228,"1,064,399"
11520,EARTHFACTOR (PVT.) LIMITED,2782485,"1,059,344"
11521,EASE PAK ENGINEERING SERVICES (PVT.) LIMITED,7159069,-
11522,EASE PRO SOLUTIONS (PRIVATE) LIMITED,7463105,"1 13,413"
11523,EASHA INTERNATIONAL (PRIVATE) LIMITED,3781748,-
11524,E-ASIA (PRIVATE) LIMITED,1760711,"72,151"
11525,EASILINK INTERNATIONAL (PRIVATE) LIMITED,2848295,"11,513"
11526,EAST & WEST EDUCATION SYSTEM (PRIVATE) LIMITED,3054196,"31,815"
11527,EAST & WEST RAILWAY (PRIVATE)LIMITED,3686067,-
11528,EAST CAPITAL (LUX) EMERGING ASIA FUND,4369143,"2,547,422"
11529,EAST CAPITAL (LUX) FRONTIER MARKETS FUND,4369144,-
11530,EAST CAPITAL SUSTAINABLE EMERGING MARKETS,7621610,-
11531,EAST END ENGINEERS (PRIVATE) LIMITED,3531643,"4 88,301"
11532,EAST END EXPORTS (PRIVATE) LIMITED,2477830,"1,293,535"
11533,EAST ESTATE MANAGEMENT (PRIVATE) LIMITED,3044694,"1,449,731"
11534,EAST FILMS (PRIVATE) LIMITED,2681336,-
11535,EAST INN HOTELS & RESORTSCO. (PRIVATE) LIMITED,1297599,"2 98,488"
11536,EAST LAW (PVT.) LIMITED,7223270,-
11537,EAST PAKISTAN ENTERPRISE (PVT.) LIMITED,7363548,"25,455"
11538,EAST POWER ENTHUSIASM CONSTRUCTION CO (PRIVATE) LIMITED,7970030,-
11539,EAST RICE COMPANY (PRIVATE) LIMITED,3381769,"7,894,008"
11540,EAST RIVER (PRIVATE) LIMITED,4236299,"1,533,823"
11541,EAST WEST AVIATION PRIVATE LIMITED,4413890,-
11542,EAST WEST CONTINENTAL (PRIVATE) LIMITED,3147906,-
11543,EAST WEST CORNERSTONE INTERNATIONAL CONSTRUCTION CO (PRIVATE) LIMITED,7912420,-
11544,EAST WEST ENGINEERING COMPLEX (PRIVATE) LIMITED,860361,-
11545,EAST WEST EXCHANGE COMPANY-B (PRIVATE) LIMITED,2119175,-
11546,EAST WEST HOLDING COMPANY LIMITED,7177457,-
11547,EAST WEST INFINITI (PRIVATE) LIMITED,1561478,"1,305,207"
11548,"EAST WEST INSURANCE CO, LIMITED",801110,"28,676,496"
11549,EAST WEST PHARMACEUTICALS PAKISTAN (PRIVATE) LIMITED,2271354,"67,587"
11550,EAST WEST SYNERGY PVT LIMITED,4388029,"7,558,805"
11551,EAST WHARF CONTAINER TERMINAL (PRIVATE) LIMITED,4264448,-
11552,EAST WIND SHIPPING COMPANY (PVT) LIMITED,3218233,"2,775,487"
11553,EASTCOAST ENGINEERING (PRIVATE) LIMITED,709267,-
11554,EASTEC INTERNATIONAL LIMITED,2193910,"2,479,416"
11555,EASTECH PAKISTAN (PVT.) LIMITED,7304417,"70,352"
11556,EASTERN ASIA (SMC-PRIVATE) LIMITED,7277199,-
11557,EASTERN AUTOMOBILES (PRIVATE) LIMITED,1018984,"8,383,547"
11558,EASTERN BREEZE FOUNDATION,7131233,"4 78,540"
11559,EASTERN CARPETS PAK (PRIVATE) LIMITED,2120881,"6 72,543"
11560,EASTERN CATERERS (PVT) LIMITED,4174341,"4 93,723"
11561,EASTERN CHEMICAL COMPANY (PRIVATE) LIMITED,3044182,-
11562,EASTERN COMMODITY TRADING (PRIVATE) LIMITED,2585685,"18,131"
11563,EASTERN CONE (PRIVATE) LIMITED,2952540,"1,005,017"
11564,EASTERN CONSULTANTS (PRIVATE) LIMITED,3921212,"19,950"
11565,EASTERN DAIRIES (PRIVATE)LIMITED,3828154,"11,598,365"
11566,EASTERN DRILLING SERVICES (PRIVATE) LIMITED,3360527,"4,030,379"
11567,EASTERN ENERGY (PRIVATE) LIMITED,2986572,-
11568,EASTERN ENGINEERING AND CONSULTANTS (PRIVATE) LIMITED,7620878,-
11569,EASTERN EXPRESS COMPANY (PRIVATE) LIMITED,712401,"5 17,984"
11570,EASTERN FILM STUDIOS (PRIVATE) LIMITED,1019578,"1 23,889"
11571,EASTERN FISHING COMPANY (SMC-PRIVATE) LIMITED,2280767,-
11572,EASTERN GARMENTS (PRIVATE) LIMITED,688665,"40,090,451"
11573,EASTERN GARMENTS (PRIVATE) LIMITED EMPLOYEES PROVIDENT FUND,7130669,-
11574,EASTERN GLOBAL ENERGY (PVT.) LIMITED,7279054,"40,000"
11575,EASTERN HARBOUR PRIVATE LIMITED,4356247,-
11576,EASTERN HERITAGE FOODS (PRIVATE) LIMITED,3661969,-
11577,EASTERN HOLDINGS COMPANY (PRIVATE) LIMITED,2457233,-
11578,EASTERN LEATHER COMPANY (PRIVATE) LIMITED,683646,"20,939,833"
11579,EASTERN MEDICAL CARE (PVT.) LIMITED,7301740,"2,609,911"
11580,EASTERN NATIONAL OILFIELD SERVICES CO (PRIVATE) LIMITED,3066393,-
11581,EASTERN PHARMACEUTICALS (PRIVATE) LIMITED,8891936,-
11582,EASTERN RESOURCES PAKISTAN (PVT.) LIMITED,7894607,-
11583,EASTERN RUBBER & FOOTWEAR INDUSTRIES (PVT.) LIMITED,710277,-
11584,EASTERN SCIENTIFIC CORPORATION (PRIVATE) LIMITED,7865988,"77,079"
11585,EASTERN SEA TRASNPORT (PRIVATE) LIMITED,818498,"1 04,040"
11586,EASTERN SERVICES (PRIVATE) LIMITED,698331,"1 42,186"
11587,EASTERN SPINNING MILLS LIMITED,658177,"33,498,913"
11588,EASTERN STEEL INDUSTRIES (PVT.) LIMITED,7260374,"2,789,045"
11589,EASTERN SURVEYORS (PRIVATE) LIMITED,2276230,"1 35,467"
11590,EASTERN TECHNIQUE (PRIVATE) LIMITED,656601,-
11591,EASTERN TESTING SERVICES (PRIVATE) LIMITED,3111531,"53,254,248"
11592,EASTERN TEXTILES (PRIVATE) LIMITED,944355,-
11593,EASTERN TOURISM (PRIVATE) LIMITED,2469391,"60,207"
11594,EASTERN TRADE & DISTRIBUTION CO. (PVT) LTD.,1019592,"12,366,374"
11595,EASTERN TV NEWS (PRIVATE) LIMITED,2131117,-
11596,EASTERN WINDS (PRIVATE) LIMITED,3246823,-
11597,EASTLAND INDUSTRIES CORPORATION (PRIVATE) LIMITED,1019571,"3,770,803"
11598,EASTNETS PAKISTAN (PRIVATE) LIMITED,2966358,-
11599,EASTREN PRODUCTS (PRIVATE) LIMITED,479010,"203,775,143"
11600,EASY CARBON (PRIVATE) LIMITED,3231378,-
11601,EASY EXCHANGE COMPANY - B (PRIVATE) LIMITED,2283266,"262,783"
11602,EASY FARES (PRIVATE) LIMITED,7930577,"39,492"
11603,EASY FLY TRAVEL & TOURS (PRIVATE) LIMITED,3602165,"20,465"
11604,EASY GO SERVICES (PVT.) LIMITED,7914395,-
11605,EASY HAJ AND UMRA (PRIVATE)LIMITED,2672192,"3 23,300"
11606,EASY TAPES (PRIVATE) LIMITED,4140850,-
11607,EASY TAX (PRIVATE) LIMITED,5030210,-
11608,EASYFLOW (PRIVATE) LIMITED.,3675898,-
11609,EASYWAY TRAVEL (PRIVATE) LIMITED,3769340,"1,369,127"
11610,EATON VANCE INSTITUTIONAL EMERGING MARKETS DEBT FUND,4341488,-
11611,EATON VANCE INTERNATIONAL (IRELAND) GLOBAL MACRO FUND,3556770,-
11612,EATON VANCE INTERNATIONAL (IRELAND) PPA EMERGING MARKETS EQUITY FUND,3556768,"5,438,704"
11613,EATON VANCE PARAMETRIC STRUCTURED EMERGING MARKETS FUND,3669015,"25,192,609"
11614,EATON VANCE PARAMETRIC TAX-MANAGED EMERGING MARKETS FUND,3669631,"30,202,941"
11615,EATON VANCE SHORT DURATION DIVERSIFIED INCOME FUND,4367707,-
11616,EATON VANCE TRUST COMPANY COMM. TRUST FUND -PARAMETRIC STRUCTURED EME. MAR. EQUITY COMM. TRUST FUND,3828783,"3,125,925"
11617,EATOYE (PRIVATE) LIMITED,4210064,-
11618,E-AUCTION PAKISTAN (PRIVATE) LIMITED,4226753,-
11619,EB TECHNICAL SOLUTIONS (PVT.) LIMITED,8909042,"3,192"
11620,EBC WORLDWIDE (PRIVATE) LIMITED,3752740,"2 09,418"
11621,EBCO (PRIVATE) LIMITED.,7266041,"4 73,139"
11622,EBEER GAS (PVT.) LIMITED,6911109,-
11623,E-BIZ (PRIVATE) LIMITED,2516113,-
11624,E-BIZSOFT (PRIVATE) LIMITED,2276228,"92,811"
11625,EBK-AKTIEN-UNIVERSAL-FONDS,7896120,-
11626,EBN (PRIVATE) LIMITED,4160119,-
11627,EBONY MARKETING (PRIVATE) LIMITED,7879660,"6 65,600"
11628,EBR ENERGY PAKISTAN (PRIVATE) LIMITED,3395447,"5,306,725"
11629,EBRAHIM A.BHAI CHARITABLE TRST,1019564,"38,836"
11630,EBRAHIM SHIPPING SERVICES (PRIVATE) LIMITED,999347,"63,300"
11631,EBRAHIM SPINNERS(PRIVATE) LIMITED,1876040,"2 06,140"
11632,EBRAHIM TEXTILE MILLS (PRIVATE) LIMITED,3654375,"22,308,511"
11633,EBRAHIMYAN COMPANY (PRIVATE) LIMITED,710284,"12,592"
11634,EBRYX (PRIVATE) LIMITED,3181700,"313,071"
11635,EBRYX EMPLOYEES PROVIDENT FUND TRUST,4441374,-
11636,EBRYX TECHNOLOGIES (PVT.) LIMITED,7541560,-
11637,EBTIKAR ENGINEERS AND CONSULTANTS (PRIVATE) LIMITED,3676329,-
11638,E-BUSINESS (PRIVATE)LIMITED,2466888,-
11639,ECB INTERNATIONAL (PVT.) LIMITED,7212462,-
11640,ECCOUNTANT (PRIVATE) LIMITED,8915351,"1,020"
11641,ECHO DIGITAL (PRIVATE) LIMITED,8961659,-
11642,ECHO OIL (PRIVATE) LIMITED,7979963,-
11643,ECHO WEST INTERNATIONAL ( (PRIVATE)) LIMITED,683645,"5,020,647"
11644,ECI (PRIVATE) LIMITED,2275687,-
11645,ECKO TEXTILES (PRIVATE) LIMITED,698617,"1 78,589"
11646,ECLAT EDUCATIONAL CONSULTANTS (PRIVATE) LIMITED,2245756,"725,404"
11647,ECLECTIC ENGINEERING (PRIVATE) LIMITED,3765162,"81,950"
11648,ECO CONSULTANCY & ENGINEERING COMPANY (PRIVATE) LIMITED,3056199,"45,064"
11649,ECO ENGINEERING CONCEPT (PVT.) LIMITED,7462983,-
11650,ECO GASOLINE (PRIVATE) LIMITED,7412582,-
11651,ECO GEN SPINNING (PVT.) LIMITED,2495152,-
11652,ECO GLOBAL FOODS (SMC-PVT.) LIMITED,7202515,"1,745,069"
11653,ECO INTERNATIONAL (PRIVATE) LIMITED,2827712,"7 53,520"
11654,ECO POWER SOLUTIONS (PRIVATE) LIMITED,4229782,-
11655,ECO SYSTEMS (PRIVATE) LIMITED,3792799,"1,972,231"
11656,ECO TRADE AND DEVELOPMENT BANK,5261354,-
11657,ECO TRAVELS & TOURS (PRIVATE) LIMITED,4341294,"27,979"
11658,ECO WORLD DEVELOPERS (PRIVATE) LIMITED,7904794,3
11659,ECOBEST (PVT.) LIMITED,7158980,-
11660,ECOBUS (PRIVATE) LIMITED,7938034,-
11661,ECOCARE CONSULTANCY SERVICES (PVT.) LIMITED,7499080,"55,778"
11662,ECOCEM PAKISTAN (PRIVATE) LIMITED,4228810,-
11663,ECOCHANGE PVT LIMITED,4366524,"37,120"
11664,ECODE (PRIVATE) LIMITED,4114001,"38,761"
11665,ECOENERGY SOLUTIONS (PVT.) LIMITED,4285907,"426,543"
11666,ECOFLEX PLAST (PRIVATE) LIMITED,7918312,-
11667,ECOGREEN COMPANY (PRIVATE) LIMITED,3164878,"1,058,534"
11668,ECOLAB EUROPE GMBH,4253756,"3,942,541"
11669,ECOLEAN PAKISTAN (PVT.) LIMITED,7185862,"8,716,358"
11670,ECOLIFE PHARMA (PRIVATE) LIMITED,5122403,-
11671,ECOM PK (PVT.) LIMITED,7253767,"4,173,476"
11672,E-COMMERCE COMMUNICATION (SMC-PRIVATE) LIMITED,8950029,-
11673,E-COMMERCE GATEWAY PAKISTAN (PRIVATE) LIMITED,1207638,"4,481,665"
11674,ECONNECT INTERNET SERVICES (PRIVATE) LIMITED,7986499,-
11675,ECONOMIC COOPERATION ORGANIZATION SCIENCE FOUNDATION,9013716,"1 02,000"
11676,ECONOMIC FUELS (PRIVATE) LIMITED,1303454,"1,398,533"
11677,ECONOMIST PUBLICATIONS (PRIVATE) LIMITED,710289,"1 32,706"
11678,ECONOPACK (PRIVATE) LIMITED,2881668,-
11679,ECONSCIENCE (PRIVATE)LIMITED,4250294,-
11680,ECOPACK LIMITED,1794804,"20,029,047"
11681,ECOPEST SOLUTIONS (PVT.) LIMITED,7263822,325
11682,ECOS (SMC-PRIVATE) LIMITED,5334370,"20,431"
11683,ECOTHERM PAKISTAN (PRIVATE) LIMITED,4260670,-
11684,ECU WORLDWIDE (PRIVATE) LIMITED,7539608,"16,281,046"
11685,ECU WORLDWIDE PAKISTAN (PVT) LTD.,1260583,-
11686,ECUBE SOLUTIONS (PRIVATE) LIMITED,7475011,-
11687,ECUMENICAL COMMISSION FOR HUMAN DEVELOPMENT,5073378,-
11688,ED ZUBLIN,3051703,-
11689,EDAAM FOODS COMPANY (PRIVATE) LIMITED,3970878,-
11690,EDAS ENTREPRENEURSHIP DEVELOPMENT AND ADVISORY SERVICES PRIVATE LIMITED,4351122,"1,984,073"
11691,EDBIZ CONSULTING (PRIVATE) LIMITED,3827086,"1 00,160"
11692,EDCOM CONSULTANTS (PVT.) LIMITED,8941233,-
11693,EDCOM ENGINEERING SOLUTIONS PVT.LTD.,3533871,-
11694,EDCONS EDUCATIONAL SERVICES (PRIVATE) LIMITED,2671138,"1 65,261"
11695,EDDIE COMPANY (PRIVATE) LIMITED,3045812,"1 55,716"
11696,EDELWEISS POWER CONSULTING (PRIVATE) LIMITED,3970166,-
11697,EDEN APPARELS (PVT.) LIMITED,7106111,"12,353,224"
11698,EDEN CONSTRUCTION (PRIVATE) LIMITED,2696326,-
11699,EDEN HOUSING LIMITED,2573409,-
11700,EDEN TRAVELS & TOURS (PRIVATE) LIMITED,4110409,-
11701,EDENTEL (PRIVATE) LIMITED,3325389,-
11702,EDESA (PRIVATE) LIMITED,7507210,"32,000"
11703,EDGBASTON ASIAN EQUITY TRUST,3624944,"37,363,580"
11704,EDGE DESIGN PRODUCE EXECUTE (PVT.) LIMITED,7337727,"7 42,286"
11705,EDGE ENTERPRISES (PVT.) LIMITED,7259668,-
11706,EDGE INTEGRATIONS (PRIVATE) LIMITED,4229972,-
11707,EDGE MARKETING PRIVATE LIMITED,4278039,-
11708,EDGE NETWORK (PRIVATE) LIMITED,4048692,-
11709,EDGE SOLUTIONS (PVT.) LIMITED,7501300,"84,171"
11710,EDGRO (PRIVATE) LIMITED,688680,"2,752,546"
11711,EDHI WELFARE CENTER,7363462,-
11712,EDIBLE OIL PROCESSING SERVICES (PRIVATE) LIMITED,3184655,"5,918,349"
11713,EDIFICE ENGINEERING SERVICES (PRIVATE) LIMITED,8920894,-
11714,EDISON ENGINEERING TECHNOLOGIES (PVT.) LIMITED,7532376,-
11715,EDKASA (PRIVATE) LIMITED,7965737,500
11716,EDLYTICA (PRIVATE) LIMITED,7906540,-
11717,EDMON INTERNATIONAL (PRIVATE)LIMITED,3346208,-
11718,EDMS (PRIVATE) LIMITED,2192503,"1 61,506"
11719,EDOTCO PAKISTAN (PVT) LIMITED,4231745,"4 98,276"
11720,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,7476149,"51,323,498"
11721,EDP SERVICES (PVT) LIMITED,2727274,"4 26,779"
11722,EDTECH WORX (PRIVATE) LIMITED,5175367,-
11723,EDUCAST (PVT.) LIMITED,7349397,"2,288"
11724,EDUCATION & IMMIGRATION NETWORK (PRIVATE) LIMITED,3395764,-
11725,EDUCATION AND BUSINESS WORLD (PVT.) LIMITED,7352934,-
11726,EDUCATION AND ENVIRONMENT (E&E) CO-OPREATIVE SOCIETY,7188930,-
11727,EDUCATION DEVELOPMENT COOPERATIVE SOCIETY LIMITED,2210687,"72,000"
11728,EDUCATION EMPLOYEES FOUNDATION KHYBER PAKHTUNKHWA,4166391,-
11729,EDUCATION FOR EVERYONE (PVT.) LIMITED,7603796,-
11730,EDUCATION FOR SKILL DEVELOPMENT ASSOCIATION MULTAN,7622100,-
11731,EDUCATION FUND FOR SINDH,4097311,-
11732,EDUCATION VALLEY (PVT.) LIMITED,7419071,"1 39,127"
11733,EDUCATION WELFARE SOCIETY FOR DISABLED CHILDREN,2921164,"16,210"
11734,EDUCATION WORKS (PRIVATE) LIMITED,3815902,"2,060,420"
11735,EDUCATION ZONE (PRIVATE) LIMITED,8898704,-
11736,EDUCATIONAL AND MEDICAL TRUST JAMIAT BRATHERAN-E-DEHLI KARACHI,3258330,-
11737,EDUCATIONAL AND YOUTH EMPOWERMENT SOCIETY,7201564,-
11738,EDUCATIONAL ASSESSMENT SYSTEM AND TRAININGS (PRIVATE) LIMITED,4166455,-
11739,EDUCATIONAL DEVELOPMENT & RESEARCH TRUST,2561863,-
11740,EDUCATIONAL EXCELLENCE LIMITED,1207489,"84,135,401"
11741,EDUCATIONAL EXCELLENCE LIMITED EMPLOYEES CONTRIBUTORY PROVIDENT FUND TRUST,4262896,-
11742,EDUCATIONAL INSTITUTE CHARITY,3198087,-
11743,EDUCATIONAL SERVICES (PRIVATE) LIMITED,786158,"810,119,371"
11744,EDUCATIONAL SYNERGY (PRIVATE) LIMITED,7564852,"42,255"
11745,EDUCATIONAL SYSTEMS (PRIVATE) LIMITED.,787561,"8,369,372"
11746,EDUCERE (SMC-PRIVATE) LIMITED,3596677,-
11747,EDULJEE DINSHAW (PRIVATE) LIMITED,710291,"4,723,824"
11748,EDULJEE DINSHAW HOLDING COMPANY (PVT) LTD,4171362,"54,375"
11749,EDULJEE DINSHAW LIMITED PROVIDENT FUND,5464894,"15,923"
11750,EDULJEE DINSHAW NASSESALAR FUND,527254,-
11751,EDULJEE DINSHAW ROAD PROJECT TRUST,4365958,-
11752,EDUPROJECT PAKISTAN (PVT.) LIMITED,7484449,-
11753,EDUSERV CONSULTING (PVT.) LIMITED,7470247,"1 50,794"
11754,EDU-SOFT (PRIVATE) LIMITED,3132378,"367,203"
11755,EDUTAINMENT (PVT.) LIMITED,4016961,-
11756,EDVENTURE EDUCATION SERVICES (PRIVATE) LIMITED,7578926,"2 35,578"
11757,EDWARDES COLLEGE,2895274,-
11758,EEC GLOBAL (PRIVATE) LIMITED,2810099,"2,533,580"
11759,EEGAMES STUDIO (PVT.) LIMITED,7220902,"16,560"
11760,EEHABS ENGINEERING COMPANY (PRIVATE) LIMITED,2323028,"2,039,040"
11761,EEHABS HITECH (PRIVATE) LIMITED,7960579,"5,603"
11762,EEL ENTERPRISES (PRIVATE) LIMITED,3115996,-
11763,EELAF (PRIVATE) LIMITED,3172912,"3 87,861"
11764,EESA TRAVEL AND TOURS PRIVATE LIMITED,4291119,-
11765,EFA-E-TALEEM (PRIVATE) LIMITED,4371370,"4,600,130"
11766,EFERT AGRITRADE (PRIVATE) LIMITED,7553797,"850,803,988"
11767,EFERT WORKERS PROFIT PARTICIPATION FUND,9010023,-
11768,EFFECTIVE BUSINESS SOLUTIONS (PRIVATE) LIMITED,4282283,"1,595,459"
11769,EFFECTIVE CORPORATE SOLUTIONS (PRIVATE) LIMITED,5030927,-
11770,EFFECTIVE MEDIA ENTERTAINMENT (PVT) LIMITED,1513589,-
11771,EFFENDI CONSOLIDATED (PRIVATE) LIMITED,1688478,-
11772,EFFICIENT BUSINESS SYSTEM (PRIVATE) LIMITED,8921946,-
11773,EFFORT PHARMACEUTICALS (PRIVATE) LIMITED,8950836,-
11774,EFG (PRIVATE)BANK (CHANNEL ISLANDS) LIMITED,3665019,"37,851,116"
11775,EFG (PRIVATE)BANK LIMITED,4169782,"7,387,413"
11776,EFG HERMES OMAN LLC,7911908,"2,345,434"
11777,EFG HERMES PAKISTAN LIMITED,1056313,"12,996,457"
11778,EFG-HERMES UCITS UMBRELLA FUND PUBLIC LIMITED COMPANY,7425322,"3 63,536"
11779,EFL PAKISTAN (PVT.) LIMITED,4014272,"9 69,313"
11780,EFL PAKISTAN (PVT.) LIMITED EMPLOYEE'S PROVIDENT FUND TRUST,8908885,-
11781,EFROTECH SERVICES STAFF PROVIDENT FUND TRUST,5295776,-
11782,EFROZE CHEMICAL INDUSTRIES (PRIVATE) LIMITED,823865,"5,170,021"
11783,EFROZE CHEMICAL INDUSTRIES (PRIVATE) LIMITED - STAFF PROVIDENT FUND,5295715,-
11784,EFS FACILITIES SERVICES PAKISTAN (PRIVATE) LIMITED,4238278,"1,556,407"
11785,EFSOL SERVICES (PVT.) LIMITED,7338380,-
11786,EFT CAPITAL (PVT.) LIMITED,7352273,"2,086,179"
11787,EFU GENERAL INSURANCE LIMITED EMPLOYEE'S GRATUITY FUND,7146953,-
11788,EFU GENERAL INSURANCE LIMITED OFFICER'S PENSION FUND,7146877,-
11789,EFU GENERAL INSURANCE LIMITED STAFF PROVIDENT FUND,7146807,-
11790,EFU LIFE ASSURANCE LIMITED,944894,"922,845,053"
11791,EFU LIFE ASSURANCE LTD EMPLOYEES PENSION FUND,7280928,-
11792,EFU LIFE ASSURANCE LTD EMPLOYEES PROVIDENT FUND,7282274,-
11793,EFU SERVICES (PRIVATE) LIMITED,2061143,"2,700,004"
